
 OUTPUT FROM bailey_pset7_problem2.m 

 Finding Eigenvectors and Eigenvalues Using Shifted Power Method 
 Using x same as the initial guess vector. 
Iter.    x(1)      x(2)          x(3)          x(4)        x(n-3)      x(n-2)      x(n-1)        x(n)        lambda       check
3727 -1.58512e-01 +2.80561e-01 -3.42775e-01 +3.41766e-01 +3.41766e-01 -3.42775e-01 +2.80561e-01 -1.58512e-01 +5.86021e-04 +1.50371e-05 
3728 +1.58486e-01 -2.80522e-01 +3.42744e-01 -3.41760e-01 -3.41760e-01 +3.42744e-01 -2.80522e-01 +1.58486e-01 +5.86016e-04 +1.50322e-05 
3729 -1.58459e-01 +2.80484e-01 -3.42713e-01 +3.41753e-01 +3.41753e-01 -3.42713e-01 +2.80484e-01 -1.58459e-01 +5.86012e-04 +1.50273e-05 
3730 +1.58433e-01 -2.80445e-01 +3.42682e-01 -3.41746e-01 -3.41746e-01 +3.42682e-01 -2.80445e-01 +1.58433e-01 +5.86007e-04 +1.50224e-05 
3731 -1.58406e-01 +2.80406e-01 -3.42651e-01 +3.41739e-01 +3.41739e-01 -3.42651e-01 +2.80406e-01 -1.58406e-01 +5.86003e-04 +1.50175e-05 
3732 +1.58380e-01 -2.80368e-01 +3.42621e-01 -3.41732e-01 -3.41732e-01 +3.42621e-01 -2.80368e-01 +1.58380e-01 +5.85998e-04 +1.50126e-05 
3733 -1.58354e-01 +2.80329e-01 -3.42590e-01 +3.41725e-01 +3.41725e-01 -3.42590e-01 +2.80329e-01 -1.58354e-01 +5.85994e-04 +1.50077e-05 
3734 +1.58327e-01 -2.80290e-01 +3.42559e-01 -3.41718e-01 -3.41718e-01 +3.42559e-01 -2.80290e-01 +1.58327e-01 +5.85989e-04 +1.50028e-05 
3735 -1.58301e-01 +2.80251e-01 -3.42528e-01 +3.41711e-01 +3.41711e-01 -3.42528e-01 +2.80251e-01 -1.58301e-01 +5.85985e-04 +1.49980e-05 
3736 +1.58275e-01 -2.80213e-01 +3.42497e-01 -3.41704e-01 -3.41704e-01 +3.42497e-01 -2.80213e-01 +1.58275e-01 +5.85981e-04 +1.49931e-05 
3737 -1.58248e-01 +2.80174e-01 -3.42467e-01 +3.41698e-01 +3.41698e-01 -3.42467e-01 +2.80174e-01 -1.58248e-01 +5.85976e-04 +1.49882e-05 
3738 +1.58222e-01 -2.80136e-01 +3.42436e-01 -3.41691e-01 -3.41691e-01 +3.42436e-01 -2.80136e-01 +1.58222e-01 +5.85972e-04 +1.49833e-05 
3739 -1.58196e-01 +2.80097e-01 -3.42405e-01 +3.41684e-01 +3.41684e-01 -3.42405e-01 +2.80097e-01 -1.58196e-01 +5.85967e-04 +1.49784e-05 
3740 +1.58170e-01 -2.80058e-01 +3.42374e-01 -3.41677e-01 -3.41677e-01 +3.42374e-01 -2.80058e-01 +1.58170e-01 +5.85963e-04 +1.49736e-05 
3741 -1.58143e-01 +2.80020e-01 -3.42344e-01 +3.41670e-01 +3.41670e-01 -3.42344e-01 +2.80020e-01 -1.58143e-01 +5.85958e-04 +1.49687e-05 
3742 +1.58117e-01 -2.79981e-01 +3.42313e-01 -3.41663e-01 -3.41663e-01 +3.42313e-01 -2.79981e-01 +1.58117e-01 +5.85954e-04 +1.49638e-05 
3743 -1.58091e-01 +2.79943e-01 -3.42282e-01 +3.41656e-01 +3.41656e-01 -3.42282e-01 +2.79943e-01 -1.58091e-01 +5.85949e-04 +1.49589e-05 
3744 +1.58065e-01 -2.79904e-01 +3.42251e-01 -3.41649e-01 -3.41649e-01 +3.42251e-01 -2.79904e-01 +1.58065e-01 +5.85945e-04 +1.49541e-05 
3745 -1.58038e-01 +2.79865e-01 -3.42221e-01 +3.41642e-01 +3.41642e-01 -3.42221e-01 +2.79865e-01 -1.58038e-01 +5.85941e-04 +1.49492e-05 
3746 +1.58012e-01 -2.79827e-01 +3.42190e-01 -3.41635e-01 -3.41635e-01 +3.42190e-01 -2.79827e-01 +1.58012e-01 +5.85936e-04 +1.49443e-05 
3747 -1.57986e-01 +2.79788e-01 -3.42159e-01 +3.41628e-01 +3.41628e-01 -3.42159e-01 +2.79788e-01 -1.57986e-01 +5.85932e-04 +1.49394e-05 
3748 +1.57960e-01 -2.79750e-01 +3.42128e-01 -3.41621e-01 -3.41621e-01 +3.42128e-01 -2.79750e-01 +1.57960e-01 +5.85927e-04 +1.49346e-05 
3749 -1.57934e-01 +2.79711e-01 -3.42098e-01 +3.41614e-01 +3.41614e-01 -3.42098e-01 +2.79711e-01 -1.57934e-01 +5.85923e-04 +1.49297e-05 
3750 +1.57908e-01 -2.79673e-01 +3.42067e-01 -3.41607e-01 -3.41607e-01 +3.42067e-01 -2.79673e-01 +1.57908e-01 +5.85918e-04 +1.49248e-05 
3751 -1.57881e-01 +2.79634e-01 -3.42036e-01 +3.41599e-01 +3.41599e-01 -3.42036e-01 +2.79634e-01 -1.57881e-01 +5.85914e-04 +1.49200e-05 
3752 +1.57855e-01 -2.79596e-01 +3.42005e-01 -3.41592e-01 -3.41592e-01 +3.42005e-01 -2.79596e-01 +1.57855e-01 +5.85910e-04 +1.49151e-05 
3753 -1.57829e-01 +2.79557e-01 -3.41975e-01 +3.41585e-01 +3.41585e-01 -3.41975e-01 +2.79557e-01 -1.57829e-01 +5.85905e-04 +1.49103e-05 
3754 +1.57803e-01 -2.79519e-01 +3.41944e-01 -3.41578e-01 -3.41578e-01 +3.41944e-01 -2.79519e-01 +1.57803e-01 +5.85901e-04 +1.49054e-05 
3755 -1.57777e-01 +2.79481e-01 -3.41913e-01 +3.41571e-01 +3.41571e-01 -3.41913e-01 +2.79481e-01 -1.57777e-01 +5.85896e-04 +1.49005e-05 
3756 +1.57751e-01 -2.79442e-01 +3.41883e-01 -3.41564e-01 -3.41564e-01 +3.41883e-01 -2.79442e-01 +1.57751e-01 +5.85892e-04 +1.48957e-05 
3757 -1.57725e-01 +2.79404e-01 -3.41852e-01 +3.41557e-01 +3.41557e-01 -3.41852e-01 +2.79404e-01 -1.57725e-01 +5.85888e-04 +1.48908e-05 
3758 +1.57699e-01 -2.79365e-01 +3.41821e-01 -3.41550e-01 -3.41550e-01 +3.41821e-01 -2.79365e-01 +1.57699e-01 +5.85883e-04 +1.48860e-05 
3759 -1.57673e-01 +2.79327e-01 -3.41790e-01 +3.41543e-01 +3.41543e-01 -3.41790e-01 +2.79327e-01 -1.57673e-01 +5.85879e-04 +1.48811e-05 
3760 +1.57647e-01 -2.79289e-01 +3.41760e-01 -3.41535e-01 -3.41535e-01 +3.41760e-01 -2.79289e-01 +1.57647e-01 +5.85874e-04 +1.48763e-05 
3761 -1.57621e-01 +2.79250e-01 -3.41729e-01 +3.41528e-01 +3.41528e-01 -3.41729e-01 +2.79250e-01 -1.57621e-01 +5.85870e-04 +1.48714e-05 
3762 +1.57595e-01 -2.79212e-01 +3.41698e-01 -3.41521e-01 -3.41521e-01 +3.41698e-01 -2.79212e-01 +1.57595e-01 +5.85866e-04 +1.48666e-05 
3763 -1.57568e-01 +2.79174e-01 -3.41668e-01 +3.41514e-01 +3.41514e-01 -3.41668e-01 +2.79174e-01 -1.57568e-01 +5.85861e-04 +1.48617e-05 
3764 +1.57542e-01 -2.79135e-01 +3.41637e-01 -3.41507e-01 -3.41507e-01 +3.41637e-01 -2.79135e-01 +1.57542e-01 +5.85857e-04 +1.48569e-05 
3765 -1.57516e-01 +2.79097e-01 -3.41606e-01 +3.41499e-01 +3.41499e-01 -3.41606e-01 +2.79097e-01 -1.57516e-01 +5.85853e-04 +1.48520e-05 
3766 +1.57490e-01 -2.79059e-01 +3.41576e-01 -3.41492e-01 -3.41492e-01 +3.41576e-01 -2.79059e-01 +1.57490e-01 +5.85848e-04 +1.48472e-05 
3767 -1.57465e-01 +2.79021e-01 -3.41545e-01 +3.41485e-01 +3.41485e-01 -3.41545e-01 +2.79021e-01 -1.57465e-01 +5.85844e-04 +1.48423e-05 
3768 +1.57439e-01 -2.78982e-01 +3.41514e-01 -3.41478e-01 -3.41478e-01 +3.41514e-01 -2.78982e-01 +1.57439e-01 +5.85839e-04 +1.48375e-05 
3769 -1.57413e-01 +2.78944e-01 -3.41484e-01 +3.41471e-01 +3.41471e-01 -3.41484e-01 +2.78944e-01 -1.57413e-01 +5.85835e-04 +1.48326e-05 
3770 +1.57387e-01 -2.78906e-01 +3.41453e-01 -3.41463e-01 -3.41463e-01 +3.41453e-01 -2.78906e-01 +1.57387e-01 +5.85831e-04 +1.48278e-05 
3771 -1.57361e-01 +2.78868e-01 -3.41423e-01 +3.41456e-01 +3.41456e-01 -3.41423e-01 +2.78868e-01 -1.57361e-01 +5.85826e-04 +1.48229e-05 
3772 +1.57335e-01 -2.78830e-01 +3.41392e-01 -3.41449e-01 -3.41449e-01 +3.41392e-01 -2.78830e-01 +1.57335e-01 +5.85822e-04 +1.48181e-05 
3773 -1.57309e-01 +2.78791e-01 -3.41361e-01 +3.41442e-01 +3.41442e-01 -3.41361e-01 +2.78791e-01 -1.57309e-01 +5.85818e-04 +1.48133e-05 
3774 +1.57283e-01 -2.78753e-01 +3.41331e-01 -3.41434e-01 -3.41434e-01 +3.41331e-01 -2.78753e-01 +1.57283e-01 +5.85813e-04 +1.48084e-05 
3775 -1.57257e-01 +2.78715e-01 -3.41300e-01 +3.41427e-01 +3.41427e-01 -3.41300e-01 +2.78715e-01 -1.57257e-01 +5.85809e-04 +1.48036e-05 
3776 +1.57231e-01 -2.78677e-01 +3.41269e-01 -3.41420e-01 -3.41420e-01 +3.41269e-01 -2.78677e-01 +1.57231e-01 +5.85805e-04 +1.47988e-05 
3777 -1.57205e-01 +2.78639e-01 -3.41239e-01 +3.41412e-01 +3.41412e-01 -3.41239e-01 +2.78639e-01 -1.57205e-01 +5.85800e-04 +1.47939e-05 
3778 +1.57179e-01 -2.78601e-01 +3.41208e-01 -3.41405e-01 -3.41405e-01 +3.41208e-01 -2.78601e-01 +1.57179e-01 +5.85796e-04 +1.47891e-05 
3779 -1.57154e-01 +2.78562e-01 -3.41178e-01 +3.41398e-01 +3.41398e-01 -3.41178e-01 +2.78562e-01 -1.57154e-01 +5.85792e-04 +1.47843e-05 
3780 +1.57128e-01 -2.78524e-01 +3.41147e-01 -3.41390e-01 -3.41390e-01 +3.41147e-01 -2.78524e-01 +1.57128e-01 +5.85787e-04 +1.47794e-05 
3781 -1.57102e-01 +2.78486e-01 -3.41116e-01 +3.41383e-01 +3.41383e-01 -3.41116e-01 +2.78486e-01 -1.57102e-01 +5.85783e-04 +1.47746e-05 
3782 +1.57076e-01 -2.78448e-01 +3.41086e-01 -3.41376e-01 -3.41376e-01 +3.41086e-01 -2.78448e-01 +1.57076e-01 +5.85779e-04 +1.47698e-05 
3783 -1.57050e-01 +2.78410e-01 -3.41055e-01 +3.41368e-01 +3.41368e-01 -3.41055e-01 +2.78410e-01 -1.57050e-01 +5.85774e-04 +1.47650e-05 
3784 +1.57025e-01 -2.78372e-01 +3.41025e-01 -3.41361e-01 -3.41361e-01 +3.41025e-01 -2.78372e-01 +1.57025e-01 +5.85770e-04 +1.47601e-05 
3785 -1.56999e-01 +2.78334e-01 -3.40994e-01 +3.41353e-01 +3.41353e-01 -3.40994e-01 +2.78334e-01 -1.56999e-01 +5.85766e-04 +1.47553e-05 
3786 +1.56973e-01 -2.78296e-01 +3.40964e-01 -3.41346e-01 -3.41346e-01 +3.40964e-01 -2.78296e-01 +1.56973e-01 +5.85761e-04 +1.47505e-05 
3787 -1.56947e-01 +2.78258e-01 -3.40933e-01 +3.41339e-01 +3.41339e-01 -3.40933e-01 +2.78258e-01 -1.56947e-01 +5.85757e-04 +1.47457e-05 
3788 +1.56921e-01 -2.78220e-01 +3.40902e-01 -3.41331e-01 -3.41331e-01 +3.40902e-01 -2.78220e-01 +1.56921e-01 +5.85753e-04 +1.47408e-05 
3789 -1.56896e-01 +2.78182e-01 -3.40872e-01 +3.41324e-01 +3.41324e-01 -3.40872e-01 +2.78182e-01 -1.56896e-01 +5.85748e-04 +1.47360e-05 
3790 +1.56870e-01 -2.78144e-01 +3.40841e-01 -3.41316e-01 -3.41316e-01 +3.40841e-01 -2.78144e-01 +1.56870e-01 +5.85744e-04 +1.47312e-05 
3791 -1.56844e-01 +2.78106e-01 -3.40811e-01 +3.41309e-01 +3.41309e-01 -3.40811e-01 +2.78106e-01 -1.56844e-01 +5.85740e-04 +1.47264e-05 
3792 +1.56819e-01 -2.78068e-01 +3.40780e-01 -3.41301e-01 -3.41301e-01 +3.40780e-01 -2.78068e-01 +1.56819e-01 +5.85736e-04 +1.47216e-05 
3793 -1.56793e-01 +2.78030e-01 -3.40750e-01 +3.41294e-01 +3.41294e-01 -3.40750e-01 +2.78030e-01 -1.56793e-01 +5.85731e-04 +1.47168e-05 
3794 +1.56767e-01 -2.77992e-01 +3.40719e-01 -3.41286e-01 -3.41286e-01 +3.40719e-01 -2.77992e-01 +1.56767e-01 +5.85727e-04 +1.47120e-05 
3795 -1.56742e-01 +2.77955e-01 -3.40689e-01 +3.41279e-01 +3.41279e-01 -3.40689e-01 +2.77955e-01 -1.56742e-01 +5.85723e-04 +1.47071e-05 
3796 +1.56716e-01 -2.77917e-01 +3.40658e-01 -3.41272e-01 -3.41272e-01 +3.40658e-01 -2.77917e-01 +1.56716e-01 +5.85718e-04 +1.47023e-05 
3797 -1.56690e-01 +2.77879e-01 -3.40628e-01 +3.41264e-01 +3.41264e-01 -3.40628e-01 +2.77879e-01 -1.56690e-01 +5.85714e-04 +1.46975e-05 
3798 +1.56665e-01 -2.77841e-01 +3.40597e-01 -3.41256e-01 -3.41256e-01 +3.40597e-01 -2.77841e-01 +1.56665e-01 +5.85710e-04 +1.46927e-05 
3799 -1.56639e-01 +2.77803e-01 -3.40567e-01 +3.41249e-01 +3.41249e-01 -3.40567e-01 +2.77803e-01 -1.56639e-01 +5.85706e-04 +1.46879e-05 
3800 +1.56613e-01 -2.77765e-01 +3.40536e-01 -3.41241e-01 -3.41241e-01 +3.40536e-01 -2.77765e-01 +1.56613e-01 +5.85701e-04 +1.46831e-05 
3801 -1.56588e-01 +2.77727e-01 -3.40506e-01 +3.41234e-01 +3.41234e-01 -3.40506e-01 +2.77727e-01 -1.56588e-01 +5.85697e-04 +1.46783e-05 
3802 +1.56562e-01 -2.77690e-01 +3.40475e-01 -3.41226e-01 -3.41226e-01 +3.40475e-01 -2.77690e-01 +1.56562e-01 +5.85693e-04 +1.46735e-05 
3803 -1.56536e-01 +2.77652e-01 -3.40445e-01 +3.41219e-01 +3.41219e-01 -3.40445e-01 +2.77652e-01 -1.56536e-01 +5.85688e-04 +1.46687e-05 
3804 +1.56511e-01 -2.77614e-01 +3.40414e-01 -3.41211e-01 -3.41211e-01 +3.40414e-01 -2.77614e-01 +1.56511e-01 +5.85684e-04 +1.46639e-05 
3805 -1.56485e-01 +2.77576e-01 -3.40384e-01 +3.41204e-01 +3.41204e-01 -3.40384e-01 +2.77576e-01 -1.56485e-01 +5.85680e-04 +1.46591e-05 
3806 +1.56460e-01 -2.77538e-01 +3.40353e-01 -3.41196e-01 -3.41196e-01 +3.40353e-01 -2.77538e-01 +1.56460e-01 +5.85676e-04 +1.46543e-05 
3807 -1.56434e-01 +2.77501e-01 -3.40323e-01 +3.41188e-01 +3.41188e-01 -3.40323e-01 +2.77501e-01 -1.56434e-01 +5.85671e-04 +1.46495e-05 
3808 +1.56409e-01 -2.77463e-01 +3.40292e-01 -3.41181e-01 -3.41181e-01 +3.40292e-01 -2.77463e-01 +1.56409e-01 +5.85667e-04 +1.46447e-05 
3809 -1.56383e-01 +2.77425e-01 -3.40262e-01 +3.41173e-01 +3.41173e-01 -3.40262e-01 +2.77425e-01 -1.56383e-01 +5.85663e-04 +1.46399e-05 
3810 +1.56358e-01 -2.77388e-01 +3.40231e-01 -3.41166e-01 -3.41166e-01 +3.40231e-01 -2.77388e-01 +1.56358e-01 +5.85659e-04 +1.46351e-05 
3811 -1.56332e-01 +2.77350e-01 -3.40201e-01 +3.41158e-01 +3.41158e-01 -3.40201e-01 +2.77350e-01 -1.56332e-01 +5.85654e-04 +1.46303e-05 
3812 +1.56307e-01 -2.77312e-01 +3.40170e-01 -3.41150e-01 -3.41150e-01 +3.40170e-01 -2.77312e-01 +1.56307e-01 +5.85650e-04 +1.46255e-05 
3813 -1.56281e-01 +2.77274e-01 -3.40140e-01 +3.41143e-01 +3.41143e-01 -3.40140e-01 +2.77274e-01 -1.56281e-01 +5.85646e-04 +1.46207e-05 
3814 +1.56256e-01 -2.77237e-01 +3.40110e-01 -3.41135e-01 -3.41135e-01 +3.40110e-01 -2.77237e-01 +1.56256e-01 +5.85642e-04 +1.46159e-05 
3815 -1.56230e-01 +2.77199e-01 -3.40079e-01 +3.41127e-01 +3.41127e-01 -3.40079e-01 +2.77199e-01 -1.56230e-01 +5.85638e-04 +1.46112e-05 
3816 +1.56205e-01 -2.77162e-01 +3.40049e-01 -3.41120e-01 -3.41120e-01 +3.40049e-01 -2.77162e-01 +1.56205e-01 +5.85633e-04 +1.46064e-05 
3817 -1.56179e-01 +2.77124e-01 -3.40018e-01 +3.41112e-01 +3.41112e-01 -3.40018e-01 +2.77124e-01 -1.56179e-01 +5.85629e-04 +1.46016e-05 
3818 +1.56154e-01 -2.77086e-01 +3.39988e-01 -3.41104e-01 -3.41104e-01 +3.39988e-01 -2.77086e-01 +1.56154e-01 +5.85625e-04 +1.45968e-05 
3819 -1.56128e-01 +2.77049e-01 -3.39957e-01 +3.41097e-01 +3.41097e-01 -3.39957e-01 +2.77049e-01 -1.56128e-01 +5.85621e-04 +1.45920e-05 
3820 +1.56103e-01 -2.77011e-01 +3.39927e-01 -3.41089e-01 -3.41089e-01 +3.39927e-01 -2.77011e-01 +1.56103e-01 +5.85616e-04 +1.45872e-05 
3821 -1.56078e-01 +2.76974e-01 -3.39897e-01 +3.41081e-01 +3.41081e-01 -3.39897e-01 +2.76974e-01 -1.56078e-01 +5.85612e-04 +1.45825e-05 
3822 +1.56052e-01 -2.76936e-01 +3.39866e-01 -3.41074e-01 -3.41074e-01 +3.39866e-01 -2.76936e-01 +1.56052e-01 +5.85608e-04 +1.45777e-05 
3823 -1.56027e-01 +2.76898e-01 -3.39836e-01 +3.41066e-01 +3.41066e-01 -3.39836e-01 +2.76898e-01 -1.56027e-01 +5.85604e-04 +1.45729e-05 
3824 +1.56001e-01 -2.76861e-01 +3.39805e-01 -3.41058e-01 -3.41058e-01 +3.39805e-01 -2.76861e-01 +1.56001e-01 +5.85600e-04 +1.45681e-05 
3825 -1.55976e-01 +2.76823e-01 -3.39775e-01 +3.41050e-01 +3.41050e-01 -3.39775e-01 +2.76823e-01 -1.55976e-01 +5.85595e-04 +1.45633e-05 
3826 +1.55951e-01 -2.76786e-01 +3.39745e-01 -3.41043e-01 -3.41043e-01 +3.39745e-01 -2.76786e-01 +1.55951e-01 +5.85591e-04 +1.45586e-05 
3827 -1.55925e-01 +2.76748e-01 -3.39714e-01 +3.41035e-01 +3.41035e-01 -3.39714e-01 +2.76748e-01 -1.55925e-01 +5.85587e-04 +1.45538e-05 
3828 +1.55900e-01 -2.76711e-01 +3.39684e-01 -3.41027e-01 -3.41027e-01 +3.39684e-01 -2.76711e-01 +1.55900e-01 +5.85583e-04 +1.45490e-05 
3829 -1.55875e-01 +2.76673e-01 -3.39654e-01 +3.41019e-01 +3.41019e-01 -3.39654e-01 +2.76673e-01 -1.55875e-01 +5.85579e-04 +1.45443e-05 
3830 +1.55849e-01 -2.76636e-01 +3.39623e-01 -3.41011e-01 -3.41011e-01 +3.39623e-01 -2.76636e-01 +1.55849e-01 +5.85574e-04 +1.45395e-05 
3831 -1.55824e-01 +2.76599e-01 -3.39593e-01 +3.41004e-01 +3.41004e-01 -3.39593e-01 +2.76599e-01 -1.55824e-01 +5.85570e-04 +1.45347e-05 
3832 +1.55799e-01 -2.76561e-01 +3.39563e-01 -3.40996e-01 -3.40996e-01 +3.39563e-01 -2.76561e-01 +1.55799e-01 +5.85566e-04 +1.45299e-05 
3833 -1.55773e-01 +2.76524e-01 -3.39532e-01 +3.40988e-01 +3.40988e-01 -3.39532e-01 +2.76524e-01 -1.55773e-01 +5.85562e-04 +1.45252e-05 
3834 +1.55748e-01 -2.76486e-01 +3.39502e-01 -3.40980e-01 -3.40980e-01 +3.39502e-01 -2.76486e-01 +1.55748e-01 +5.85558e-04 +1.45204e-05 
3835 -1.55723e-01 +2.76449e-01 -3.39471e-01 +3.40972e-01 +3.40972e-01 -3.39471e-01 +2.76449e-01 -1.55723e-01 +5.85553e-04 +1.45157e-05 
3836 +1.55698e-01 -2.76412e-01 +3.39441e-01 -3.40964e-01 -3.40964e-01 +3.39441e-01 -2.76412e-01 +1.55698e-01 +5.85549e-04 +1.45109e-05 
3837 -1.55672e-01 +2.76374e-01 -3.39411e-01 +3.40957e-01 +3.40957e-01 -3.39411e-01 +2.76374e-01 -1.55672e-01 +5.85545e-04 +1.45061e-05 
3838 +1.55647e-01 -2.76337e-01 +3.39381e-01 -3.40949e-01 -3.40949e-01 +3.39381e-01 -2.76337e-01 +1.55647e-01 +5.85541e-04 +1.45014e-05 
3839 -1.55622e-01 +2.76299e-01 -3.39350e-01 +3.40941e-01 +3.40941e-01 -3.39350e-01 +2.76299e-01 -1.55622e-01 +5.85537e-04 +1.44966e-05 
3840 +1.55597e-01 -2.76262e-01 +3.39320e-01 -3.40933e-01 -3.40933e-01 +3.39320e-01 -2.76262e-01 +1.55597e-01 +5.85533e-04 +1.44918e-05 
3841 -1.55572e-01 +2.76225e-01 -3.39290e-01 +3.40925e-01 +3.40925e-01 -3.39290e-01 +2.76225e-01 -1.55572e-01 +5.85528e-04 +1.44871e-05 
3842 +1.55546e-01 -2.76187e-01 +3.39259e-01 -3.40917e-01 -3.40917e-01 +3.39259e-01 -2.76187e-01 +1.55546e-01 +5.85524e-04 +1.44823e-05 
3843 -1.55521e-01 +2.76150e-01 -3.39229e-01 +3.40909e-01 +3.40909e-01 -3.39229e-01 +2.76150e-01 -1.55521e-01 +5.85520e-04 +1.44776e-05 
3844 +1.55496e-01 -2.76113e-01 +3.39199e-01 -3.40901e-01 -3.40901e-01 +3.39199e-01 -2.76113e-01 +1.55496e-01 +5.85516e-04 +1.44728e-05 
3845 -1.55471e-01 +2.76076e-01 -3.39168e-01 +3.40893e-01 +3.40893e-01 -3.39168e-01 +2.76076e-01 -1.55471e-01 +5.85512e-04 +1.44681e-05 
3846 +1.55446e-01 -2.76038e-01 +3.39138e-01 -3.40885e-01 -3.40885e-01 +3.39138e-01 -2.76038e-01 +1.55446e-01 +5.85508e-04 +1.44633e-05 
3847 -1.55421e-01 +2.76001e-01 -3.39108e-01 +3.40878e-01 +3.40878e-01 -3.39108e-01 +2.76001e-01 -1.55421e-01 +5.85504e-04 +1.44586e-05 
3848 +1.55395e-01 -2.75964e-01 +3.39078e-01 -3.40870e-01 -3.40870e-01 +3.39078e-01 -2.75964e-01 +1.55395e-01 +5.85499e-04 +1.44538e-05 
3849 -1.55370e-01 +2.75927e-01 -3.39047e-01 +3.40862e-01 +3.40862e-01 -3.39047e-01 +2.75927e-01 -1.55370e-01 +5.85495e-04 +1.44491e-05 
3850 +1.55345e-01 -2.75890e-01 +3.39017e-01 -3.40854e-01 -3.40854e-01 +3.39017e-01 -2.75890e-01 +1.55345e-01 +5.85491e-04 +1.44443e-05 
3851 -1.55320e-01 +2.75852e-01 -3.38987e-01 +3.40846e-01 +3.40846e-01 -3.38987e-01 +2.75852e-01 -1.55320e-01 +5.85487e-04 +1.44396e-05 
3852 +1.55295e-01 -2.75815e-01 +3.38956e-01 -3.40838e-01 -3.40838e-01 +3.38956e-01 -2.75815e-01 +1.55295e-01 +5.85483e-04 +1.44348e-05 
3853 -1.55270e-01 +2.75778e-01 -3.38926e-01 +3.40830e-01 +3.40830e-01 -3.38926e-01 +2.75778e-01 -1.55270e-01 +5.85479e-04 +1.44301e-05 
3854 +1.55245e-01 -2.75741e-01 +3.38896e-01 -3.40822e-01 -3.40822e-01 +3.38896e-01 -2.75741e-01 +1.55245e-01 +5.85475e-04 +1.44254e-05 
3855 -1.55220e-01 +2.75704e-01 -3.38866e-01 +3.40814e-01 +3.40814e-01 -3.38866e-01 +2.75704e-01 -1.55220e-01 +5.85470e-04 +1.44206e-05 
3856 +1.55195e-01 -2.75667e-01 +3.38835e-01 -3.40806e-01 -3.40806e-01 +3.38835e-01 -2.75667e-01 +1.55195e-01 +5.85466e-04 +1.44159e-05 
3857 -1.55170e-01 +2.75629e-01 -3.38805e-01 +3.40798e-01 +3.40798e-01 -3.38805e-01 +2.75629e-01 -1.55170e-01 +5.85462e-04 +1.44111e-05 
3858 +1.55145e-01 -2.75592e-01 +3.38775e-01 -3.40790e-01 -3.40790e-01 +3.38775e-01 -2.75592e-01 +1.55145e-01 +5.85458e-04 +1.44064e-05 
3859 -1.55120e-01 +2.75555e-01 -3.38745e-01 +3.40782e-01 +3.40782e-01 -3.38745e-01 +2.75555e-01 -1.55120e-01 +5.85454e-04 +1.44017e-05 
3860 +1.55095e-01 -2.75518e-01 +3.38715e-01 -3.40774e-01 -3.40774e-01 +3.38715e-01 -2.75518e-01 +1.55095e-01 +5.85450e-04 +1.43969e-05 
3861 -1.55070e-01 +2.75481e-01 -3.38684e-01 +3.40765e-01 +3.40765e-01 -3.38684e-01 +2.75481e-01 -1.55070e-01 +5.85446e-04 +1.43922e-05 
3862 +1.55045e-01 -2.75444e-01 +3.38654e-01 -3.40757e-01 -3.40757e-01 +3.38654e-01 -2.75444e-01 +1.55045e-01 +5.85442e-04 +1.43875e-05 
3863 -1.55020e-01 +2.75407e-01 -3.38624e-01 +3.40749e-01 +3.40749e-01 -3.38624e-01 +2.75407e-01 -1.55020e-01 +5.85438e-04 +1.43827e-05 
3864 +1.54995e-01 -2.75370e-01 +3.38594e-01 -3.40741e-01 -3.40741e-01 +3.38594e-01 -2.75370e-01 +1.54995e-01 +5.85433e-04 +1.43780e-05 
3865 -1.54970e-01 +2.75333e-01 -3.38564e-01 +3.40733e-01 +3.40733e-01 -3.38564e-01 +2.75333e-01 -1.54970e-01 +5.85429e-04 +1.43733e-05 
3866 +1.54945e-01 -2.75296e-01 +3.38533e-01 -3.40725e-01 -3.40725e-01 +3.38533e-01 -2.75296e-01 +1.54945e-01 +5.85425e-04 +1.43685e-05 
3867 -1.54920e-01 +2.75259e-01 -3.38503e-01 +3.40717e-01 +3.40717e-01 -3.38503e-01 +2.75259e-01 -1.54920e-01 +5.85421e-04 +1.43638e-05 
3868 +1.54895e-01 -2.75222e-01 +3.38473e-01 -3.40709e-01 -3.40709e-01 +3.38473e-01 -2.75222e-01 +1.54895e-01 +5.85417e-04 +1.43591e-05 
3869 -1.54870e-01 +2.75185e-01 -3.38443e-01 +3.40701e-01 +3.40701e-01 -3.38443e-01 +2.75185e-01 -1.54870e-01 +5.85413e-04 +1.43544e-05 
3870 +1.54845e-01 -2.75148e-01 +3.38413e-01 -3.40693e-01 -3.40693e-01 +3.38413e-01 -2.75148e-01 +1.54845e-01 +5.85409e-04 +1.43496e-05 
3871 -1.54820e-01 +2.75111e-01 -3.38383e-01 +3.40684e-01 +3.40684e-01 -3.38383e-01 +2.75111e-01 -1.54820e-01 +5.85405e-04 +1.43449e-05 
3872 +1.54795e-01 -2.75074e-01 +3.38352e-01 -3.40676e-01 -3.40676e-01 +3.38352e-01 -2.75074e-01 +1.54795e-01 +5.85401e-04 +1.43402e-05 
3873 -1.54770e-01 +2.75037e-01 -3.38322e-01 +3.40668e-01 +3.40668e-01 -3.38322e-01 +2.75037e-01 -1.54770e-01 +5.85397e-04 +1.43355e-05 
