
 OUTPUT FROM bailey_pset7_problem2.m 

 Finding Eigenvectors and Eigenvalues Using Shifted Power Method 
 Using x same as the initial guess vector. 
Iter.    x(1)      x(2)          x(3)          x(4)        x(n-3)      x(n-2)      x(n-1)        x(n)        lambda       check
635 -3.91541e-01 +4.90086e-01 -3.12111e-01 +9.46393e-02 +9.46393e-02 -3.12111e-01 +4.90086e-01 -3.91541e-01 +6.55928e-04 +7.44579e-05 
636 +3.91308e-01 -4.90027e-01 +3.12392e-01 -9.49802e-02 -9.49802e-02 +3.12392e-01 -4.90027e-01 +3.91308e-01 +6.55818e-04 +7.43624e-05 
637 -3.91077e-01 +4.89969e-01 -3.12673e-01 +9.53207e-02 +9.53207e-02 -3.12673e-01 +4.89969e-01 -3.91077e-01 +6.55709e-04 +7.42671e-05 
638 +3.90845e-01 -4.89909e-01 +3.12953e-01 -9.56609e-02 -9.56609e-02 +3.12953e-01 -4.89909e-01 +3.90845e-01 +6.55599e-04 +7.41722e-05 
639 -3.90614e-01 +4.89850e-01 -3.13232e-01 +9.60008e-02 +9.60008e-02 -3.13232e-01 +4.89850e-01 -3.90614e-01 +6.55490e-04 +7.40774e-05 
640 +3.90383e-01 -4.89790e-01 +3.13510e-01 -9.63404e-02 -9.63404e-02 +3.13510e-01 -4.89790e-01 +3.90383e-01 +6.55381e-04 +7.39829e-05 
641 -3.90152e-01 +4.89730e-01 -3.13787e-01 +9.66797e-02 +9.66797e-02 -3.13787e-01 +4.89730e-01 -3.90152e-01 +6.55273e-04 +7.38887e-05 
642 +3.89922e-01 -4.89670e-01 +3.14064e-01 -9.70187e-02 -9.70187e-02 +3.14064e-01 -4.89670e-01 +3.89922e-01 +6.55165e-04 +7.37947e-05 
643 -3.89692e-01 +4.89610e-01 -3.14340e-01 +9.73573e-02 +9.73573e-02 -3.14340e-01 +4.89610e-01 -3.89692e-01 +6.55057e-04 +7.37010e-05 
644 +3.89462e-01 -4.89549e-01 +3.14615e-01 -9.76957e-02 -9.76957e-02 +3.14615e-01 -4.89549e-01 +3.89462e-01 +6.54949e-04 +7.36075e-05 
645 -3.89233e-01 +4.89488e-01 -3.14889e-01 +9.80337e-02 +9.80337e-02 -3.14889e-01 +4.89488e-01 -3.89233e-01 +6.54842e-04 +7.35143e-05 
646 +3.89004e-01 -4.89427e-01 +3.15163e-01 -9.83714e-02 -9.83714e-02 +3.15163e-01 -4.89427e-01 +3.89004e-01 +6.54735e-04 +7.34213e-05 
647 -3.88776e-01 +4.89366e-01 -3.15436e-01 +9.87089e-02 +9.87089e-02 -3.15436e-01 +4.89366e-01 -3.88776e-01 +6.54628e-04 +7.33285e-05 
648 +3.88547e-01 -4.89304e-01 +3.15708e-01 -9.90459e-02 -9.90459e-02 +3.15708e-01 -4.89304e-01 +3.88547e-01 +6.54521e-04 +7.32360e-05 
649 -3.88320e-01 +4.89242e-01 -3.15979e-01 +9.93827e-02 +9.93827e-02 -3.15979e-01 +4.89242e-01 -3.88320e-01 +6.54415e-04 +7.31438e-05 
650 +3.88092e-01 -4.89180e-01 +3.16249e-01 -9.97192e-02 -9.97192e-02 +3.16249e-01 -4.89180e-01 +3.88092e-01 +6.54309e-04 +7.30518e-05 
651 -3.87865e-01 +4.89118e-01 -3.16519e-01 +1.00055e-01 +1.00055e-01 -3.16519e-01 +4.89118e-01 -3.87865e-01 +6.54203e-04 +7.29600e-05 
652 +3.87638e-01 -4.89055e-01 +3.16788e-01 -1.00391e-01 -1.00391e-01 +3.16788e-01 -4.89055e-01 +3.87638e-01 +6.54098e-04 +7.28685e-05 
653 -3.87411e-01 +4.88992e-01 -3.17056e-01 +1.00727e-01 +1.00727e-01 -3.17056e-01 +4.88992e-01 -3.87411e-01 +6.53993e-04 +7.27772e-05 
654 +3.87185e-01 -4.88929e-01 +3.17324e-01 -1.01062e-01 -1.01062e-01 +3.17324e-01 -4.88929e-01 +3.87185e-01 +6.53888e-04 +7.26862e-05 
655 -3.86959e-01 +4.88866e-01 -3.17590e-01 +1.01397e-01 +1.01397e-01 -3.17590e-01 +4.88866e-01 -3.86959e-01 +6.53783e-04 +7.25953e-05 
656 +3.86734e-01 -4.88802e-01 +3.17856e-01 -1.01731e-01 -1.01731e-01 +3.17856e-01 -4.88802e-01 +3.86734e-01 +6.53678e-04 +7.25048e-05 
657 -3.86508e-01 +4.88739e-01 -3.18122e-01 +1.02065e-01 +1.02065e-01 -3.18122e-01 +4.88739e-01 -3.86508e-01 +6.53574e-04 +7.24144e-05 
658 +3.86283e-01 -4.88675e-01 +3.18386e-01 -1.02399e-01 -1.02399e-01 +3.18386e-01 -4.88675e-01 +3.86283e-01 +6.53470e-04 +7.23243e-05 
659 -3.86059e-01 +4.88610e-01 -3.18650e-01 +1.02733e-01 +1.02733e-01 -3.18650e-01 +4.88610e-01 -3.86059e-01 +6.53367e-04 +7.22345e-05 
660 +3.85835e-01 -4.88546e-01 +3.18913e-01 -1.03066e-01 -1.03066e-01 +3.18913e-01 -4.88546e-01 +3.85835e-01 +6.53263e-04 +7.21448e-05 
661 -3.85611e-01 +4.88481e-01 -3.19175e-01 +1.03399e-01 +1.03399e-01 -3.19175e-01 +4.88481e-01 -3.85611e-01 +6.53160e-04 +7.20554e-05 
662 +3.85387e-01 -4.88417e-01 +3.19436e-01 -1.03732e-01 -1.03732e-01 +3.19436e-01 -4.88417e-01 +3.85387e-01 +6.53057e-04 +7.19663e-05 
663 -3.85164e-01 +4.88352e-01 -3.19697e-01 +1.04064e-01 +1.04064e-01 -3.19697e-01 +4.88352e-01 -3.85164e-01 +6.52955e-04 +7.18773e-05 
664 +3.84941e-01 -4.88286e-01 +3.19957e-01 -1.04396e-01 -1.04396e-01 +3.19957e-01 -4.88286e-01 +3.84941e-01 +6.52852e-04 +7.17886e-05 
665 -3.84718e-01 +4.88221e-01 -3.20216e-01 +1.04728e-01 +1.04728e-01 -3.20216e-01 +4.88221e-01 -3.84718e-01 +6.52750e-04 +7.17001e-05 
666 +3.84496e-01 -4.88155e-01 +3.20475e-01 -1.05059e-01 -1.05059e-01 +3.20475e-01 -4.88155e-01 +3.84496e-01 +6.52648e-04 +7.16119e-05 
667 -3.84274e-01 +4.88089e-01 -3.20733e-01 +1.05390e-01 +1.05390e-01 -3.20733e-01 +4.88089e-01 -3.84274e-01 +6.52547e-04 +7.15239e-05 
668 +3.84052e-01 -4.88023e-01 +3.20990e-01 -1.05721e-01 -1.05721e-01 +3.20990e-01 -4.88023e-01 +3.84052e-01 +6.52445e-04 +7.14361e-05 
669 -3.83831e-01 +4.87957e-01 -3.21246e-01 +1.06051e-01 +1.06051e-01 -3.21246e-01 +4.87957e-01 -3.83831e-01 +6.52344e-04 +7.13485e-05 
670 +3.83610e-01 -4.87890e-01 +3.21502e-01 -1.06381e-01 -1.06381e-01 +3.21502e-01 -4.87890e-01 +3.83610e-01 +6.52243e-04 +7.12611e-05 
671 -3.83389e-01 +4.87823e-01 -3.21757e-01 +1.06711e-01 +1.06711e-01 -3.21757e-01 +4.87823e-01 -3.83389e-01 +6.52143e-04 +7.11740e-05 
672 +3.83169e-01 -4.87756e-01 +3.22011e-01 -1.07040e-01 -1.07040e-01 +3.22011e-01 -4.87756e-01 +3.83169e-01 +6.52042e-04 +7.10871e-05 
673 -3.82949e-01 +4.87689e-01 -3.22265e-01 +1.07369e-01 +1.07369e-01 -3.22265e-01 +4.87689e-01 -3.82949e-01 +6.51942e-04 +7.10004e-05 
674 +3.82729e-01 -4.87622e-01 +3.22517e-01 -1.07698e-01 -1.07698e-01 +3.22517e-01 -4.87622e-01 +3.82729e-01 +6.51842e-04 +7.09140e-05 
675 -3.82509e-01 +4.87554e-01 -3.22770e-01 +1.08026e-01 +1.08026e-01 -3.22770e-01 +4.87554e-01 -3.82509e-01 +6.51742e-04 +7.08277e-05 
676 +3.82290e-01 -4.87486e-01 +3.23021e-01 -1.08354e-01 -1.08354e-01 +3.23021e-01 -4.87486e-01 +3.82290e-01 +6.51643e-04 +7.07417e-05 
677 -3.82071e-01 +4.87418e-01 -3.23272e-01 +1.08682e-01 +1.08682e-01 -3.23272e-01 +4.87418e-01 -3.82071e-01 +6.51544e-04 +7.06559e-05 
678 +3.81853e-01 -4.87350e-01 +3.23522e-01 -1.09010e-01 -1.09010e-01 +3.23522e-01 -4.87350e-01 +3.81853e-01 +6.51445e-04 +7.05703e-05 
679 -3.81635e-01 +4.87282e-01 -3.23771e-01 +1.09337e-01 +1.09337e-01 -3.23771e-01 +4.87282e-01 -3.81635e-01 +6.51346e-04 +7.04849e-05 
680 +3.81417e-01 -4.87213e-01 +3.24019e-01 -1.09663e-01 -1.09663e-01 +3.24019e-01 -4.87213e-01 +3.81417e-01 +6.51248e-04 +7.03998e-05 
681 -3.81199e-01 +4.87144e-01 -3.24267e-01 +1.09990e-01 +1.09990e-01 -3.24267e-01 +4.87144e-01 -3.81199e-01 +6.51150e-04 +7.03149e-05 
682 +3.80982e-01 -4.87075e-01 +3.24514e-01 -1.10316e-01 -1.10316e-01 +3.24514e-01 -4.87075e-01 +3.80982e-01 +6.51052e-04 +7.02301e-05 
683 -3.80765e-01 +4.87006e-01 -3.24761e-01 +1.10642e-01 +1.10642e-01 -3.24761e-01 +4.87006e-01 -3.80765e-01 +6.50954e-04 +7.01456e-05 
684 +3.80548e-01 -4.86937e-01 +3.25007e-01 -1.10967e-01 -1.10967e-01 +3.25007e-01 -4.86937e-01 +3.80548e-01 +6.50856e-04 +7.00613e-05 
685 -3.80332e-01 +4.86867e-01 -3.25252e-01 +1.11292e-01 +1.11292e-01 -3.25252e-01 +4.86867e-01 -3.80332e-01 +6.50759e-04 +6.99772e-05 
686 +3.80116e-01 -4.86797e-01 +3.25496e-01 -1.11617e-01 -1.11617e-01 +3.25496e-01 -4.86797e-01 +3.80116e-01 +6.50662e-04 +6.98933e-05 
687 -3.79900e-01 +4.86727e-01 -3.25740e-01 +1.11941e-01 +1.11941e-01 -3.25740e-01 +4.86727e-01 -3.79900e-01 +6.50565e-04 +6.98097e-05 
688 +3.79685e-01 -4.86657e-01 +3.25983e-01 -1.12265e-01 -1.12265e-01 +3.25983e-01 -4.86657e-01 +3.79685e-01 +6.50469e-04 +6.97262e-05 
689 -3.79470e-01 +4.86587e-01 -3.26225e-01 +1.12589e-01 +1.12589e-01 -3.26225e-01 +4.86587e-01 -3.79470e-01 +6.50372e-04 +6.96430e-05 
690 +3.79255e-01 -4.86516e-01 +3.26467e-01 -1.12913e-01 -1.12913e-01 +3.26467e-01 -4.86516e-01 +3.79255e-01 +6.50276e-04 +6.95599e-05 
691 -3.79040e-01 +4.86446e-01 -3.26708e-01 +1.13236e-01 +1.13236e-01 -3.26708e-01 +4.86446e-01 -3.79040e-01 +6.50180e-04 +6.94771e-05 
692 +3.78826e-01 -4.86375e-01 +3.26948e-01 -1.13558e-01 -1.13558e-01 +3.26948e-01 -4.86375e-01 +3.78826e-01 +6.50085e-04 +6.93945e-05 
693 -3.78612e-01 +4.86304e-01 -3.27188e-01 +1.13881e-01 +1.13881e-01 -3.27188e-01 +4.86304e-01 -3.78612e-01 +6.49989e-04 +6.93120e-05 
694 +3.78398e-01 -4.86232e-01 +3.27427e-01 -1.14203e-01 -1.14203e-01 +3.27427e-01 -4.86232e-01 +3.78398e-01 +6.49894e-04 +6.92298e-05 
695 -3.78185e-01 +4.86161e-01 -3.27665e-01 +1.14525e-01 +1.14525e-01 -3.27665e-01 +4.86161e-01 -3.78185e-01 +6.49799e-04 +6.91478e-05 
696 +3.77972e-01 -4.86089e-01 +3.27902e-01 -1.14846e-01 -1.14846e-01 +3.27902e-01 -4.86089e-01 +3.77972e-01 +6.49704e-04 +6.90660e-05 
697 -3.77759e-01 +4.86017e-01 -3.28139e-01 +1.15167e-01 +1.15167e-01 -3.28139e-01 +4.86017e-01 -3.77759e-01 +6.49610e-04 +6.89844e-05 
698 +3.77547e-01 -4.85945e-01 +3.28376e-01 -1.15488e-01 -1.15488e-01 +3.28376e-01 -4.85945e-01 +3.77547e-01 +6.49515e-04 +6.89030e-05 
699 -3.77335e-01 +4.85873e-01 -3.28611e-01 +1.15809e-01 +1.15809e-01 -3.28611e-01 +4.85873e-01 -3.77335e-01 +6.49421e-04 +6.88217e-05 
700 +3.77123e-01 -4.85801e-01 +3.28846e-01 -1.16129e-01 -1.16129e-01 +3.28846e-01 -4.85801e-01 +3.77123e-01 +6.49327e-04 +6.87407e-05 
701 -3.76911e-01 +4.85728e-01 -3.29080e-01 +1.16448e-01 +1.16448e-01 -3.29080e-01 +4.85728e-01 -3.76911e-01 +6.49234e-04 +6.86599e-05 
702 +3.76700e-01 -4.85656e-01 +3.29314e-01 -1.16768e-01 -1.16768e-01 +3.29314e-01 -4.85656e-01 +3.76700e-01 +6.49140e-04 +6.85793e-05 
703 -3.76489e-01 +4.85583e-01 -3.29547e-01 +1.17087e-01 +1.17087e-01 -3.29547e-01 +4.85583e-01 -3.76489e-01 +6.49047e-04 +6.84989e-05 
704 +3.76278e-01 -4.85510e-01 +3.29779e-01 -1.17406e-01 -1.17406e-01 +3.29779e-01 -4.85510e-01 +3.76278e-01 +6.48954e-04 +6.84187e-05 
705 -3.76068e-01 +4.85437e-01 -3.30011e-01 +1.17724e-01 +1.17724e-01 -3.30011e-01 +4.85437e-01 -3.76068e-01 +6.48861e-04 +6.83386e-05 
706 +3.75858e-01 -4.85363e-01 +3.30242e-01 -1.18042e-01 -1.18042e-01 +3.30242e-01 -4.85363e-01 +3.75858e-01 +6.48769e-04 +6.82588e-05 
707 -3.75648e-01 +4.85290e-01 -3.30472e-01 +1.18360e-01 +1.18360e-01 -3.30472e-01 +4.85290e-01 -3.75648e-01 +6.48677e-04 +6.81792e-05 
708 +3.75439e-01 -4.85216e-01 +3.30702e-01 -1.18677e-01 -1.18677e-01 +3.30702e-01 -4.85216e-01 +3.75439e-01 +6.48584e-04 +6.80997e-05 
709 -3.75230e-01 +4.85142e-01 -3.30931e-01 +1.18994e-01 +1.18994e-01 -3.30931e-01 +4.85142e-01 -3.75230e-01 +6.48492e-04 +6.80205e-05 
710 +3.75021e-01 -4.85068e-01 +3.31159e-01 -1.19311e-01 -1.19311e-01 +3.31159e-01 -4.85068e-01 +3.75021e-01 +6.48401e-04 +6.79414e-05 
711 -3.74812e-01 +4.84994e-01 -3.31387e-01 +1.19628e-01 +1.19628e-01 -3.31387e-01 +4.84994e-01 -3.74812e-01 +6.48309e-04 +6.78626e-05 
712 +3.74604e-01 -4.84919e-01 +3.31614e-01 -1.19944e-01 -1.19944e-01 +3.31614e-01 -4.84919e-01 +3.74604e-01 +6.48218e-04 +6.77839e-05 
713 -3.74396e-01 +4.84845e-01 -3.31841e-01 +1.20259e-01 +1.20259e-01 -3.31841e-01 +4.84845e-01 -3.74396e-01 +6.48127e-04 +6.77054e-05 
714 +3.74188e-01 -4.84770e-01 +3.32067e-01 -1.20575e-01 -1.20575e-01 +3.32067e-01 -4.84770e-01 +3.74188e-01 +6.48036e-04 +6.76271e-05 
715 -3.73980e-01 +4.84695e-01 -3.32292e-01 +1.20890e-01 +1.20890e-01 -3.32292e-01 +4.84695e-01 -3.73980e-01 +6.47946e-04 +6.75490e-05 
716 +3.73773e-01 -4.84620e-01 +3.32516e-01 -1.21204e-01 -1.21204e-01 +3.32516e-01 -4.84620e-01 +3.73773e-01 +6.47855e-04 +6.74711e-05 
717 -3.73566e-01 +4.84545e-01 -3.32740e-01 +1.21519e-01 +1.21519e-01 -3.32740e-01 +4.84545e-01 -3.73566e-01 +6.47765e-04 +6.73934e-05 
718 +3.73360e-01 -4.84470e-01 +3.32964e-01 -1.21833e-01 -1.21833e-01 +3.32964e-01 -4.84470e-01 +3.73360e-01 +6.47675e-04 +6.73158e-05 
719 -3.73153e-01 +4.84394e-01 -3.33186e-01 +1.22147e-01 +1.22147e-01 -3.33186e-01 +4.84394e-01 -3.73153e-01 +6.47585e-04 +6.72385e-05 
720 +3.72947e-01 -4.84319e-01 +3.33408e-01 -1.22460e-01 -1.22460e-01 +3.33408e-01 -4.84319e-01 +3.72947e-01 +6.47495e-04 +6.71613e-05 
721 -3.72742e-01 +4.84243e-01 -3.33630e-01 +1.22773e-01 +1.22773e-01 -3.33630e-01 +4.84243e-01 -3.72742e-01 +6.47406e-04 +6.70843e-05 
722 +3.72536e-01 -4.84167e-01 +3.33851e-01 -1.23086e-01 -1.23086e-01 +3.33851e-01 -4.84167e-01 +3.72536e-01 +6.47317e-04 +6.70075e-05 
723 -3.72331e-01 +4.84091e-01 -3.34071e-01 +1.23398e-01 +1.23398e-01 -3.34071e-01 +4.84091e-01 -3.72331e-01 +6.47228e-04 +6.69309e-05 
724 +3.72126e-01 -4.84014e-01 +3.34290e-01 -1.23710e-01 -1.23710e-01 +3.34290e-01 -4.84014e-01 +3.72126e-01 +6.47139e-04 +6.68545e-05 
725 -3.71921e-01 +4.83938e-01 -3.34509e-01 +1.24022e-01 +1.24022e-01 -3.34509e-01 +4.83938e-01 -3.71921e-01 +6.47051e-04 +6.67782e-05 
726 +3.71717e-01 -4.83861e-01 +3.34727e-01 -1.24333e-01 -1.24333e-01 +3.34727e-01 -4.83861e-01 +3.71717e-01 +6.46962e-04 +6.67021e-05 
727 -3.71513e-01 +4.83785e-01 -3.34945e-01 +1.24644e-01 +1.24644e-01 -3.34945e-01 +4.83785e-01 -3.71513e-01 +6.46874e-04 +6.66262e-05 
728 +3.71309e-01 -4.83708e-01 +3.35162e-01 -1.24955e-01 -1.24955e-01 +3.35162e-01 -4.83708e-01 +3.71309e-01 +6.46786e-04 +6.65505e-05 
729 -3.71106e-01 +4.83631e-01 -3.35379e-01 +1.25265e-01 +1.25265e-01 -3.35379e-01 +4.83631e-01 -3.71106e-01 +6.46698e-04 +6.64750e-05 
730 +3.70902e-01 -4.83554e-01 +3.35595e-01 -1.25575e-01 -1.25575e-01 +3.35595e-01 -4.83554e-01 +3.70902e-01 +6.46611e-04 +6.63996e-05 
731 -3.70699e-01 +4.83476e-01 -3.35810e-01 +1.25884e-01 +1.25884e-01 -3.35810e-01 +4.83476e-01 -3.70699e-01 +6.46523e-04 +6.63244e-05 
732 +3.70497e-01 -4.83399e-01 +3.36025e-01 -1.26194e-01 -1.26194e-01 +3.36025e-01 -4.83399e-01 +3.70497e-01 +6.46436e-04 +6.62494e-05 
733 -3.70294e-01 +4.83321e-01 -3.36239e-01 +1.26503e-01 +1.26503e-01 -3.36239e-01 +4.83321e-01 -3.70294e-01 +6.46349e-04 +6.61746e-05 
734 +3.70092e-01 -4.83243e-01 +3.36452e-01 -1.26811e-01 -1.26811e-01 +3.36452e-01 -4.83243e-01 +3.70092e-01 +6.46262e-04 +6.61000e-05 
735 -3.69890e-01 +4.83166e-01 -3.36665e-01 +1.27120e-01 +1.27120e-01 -3.36665e-01 +4.83166e-01 -3.69890e-01 +6.46176e-04 +6.60255e-05 
736 +3.69689e-01 -4.83088e-01 +3.36877e-01 -1.27427e-01 -1.27427e-01 +3.36877e-01 -4.83088e-01 +3.69689e-01 +6.46089e-04 +6.59512e-05 
737 -3.69487e-01 +4.83009e-01 -3.37089e-01 +1.27735e-01 +1.27735e-01 -3.37089e-01 +4.83009e-01 -3.69487e-01 +6.46003e-04 +6.58771e-05 
738 +3.69286e-01 -4.82931e-01 +3.37300e-01 -1.28042e-01 -1.28042e-01 +3.37300e-01 -4.82931e-01 +3.69286e-01 +6.45917e-04 +6.58031e-05 
739 -3.69085e-01 +4.82853e-01 -3.37510e-01 +1.28349e-01 +1.28349e-01 -3.37510e-01 +4.82853e-01 -3.69085e-01 +6.45831e-04 +6.57293e-05 
740 +3.68885e-01 -4.82774e-01 +3.37720e-01 -1.28656e-01 -1.28656e-01 +3.37720e-01 -4.82774e-01 +3.68885e-01 +6.45746e-04 +6.56557e-05 
741 -3.68685e-01 +4.82695e-01 -3.37929e-01 +1.28962e-01 +1.28962e-01 -3.37929e-01 +4.82695e-01 -3.68685e-01 +6.45660e-04 +6.55823e-05 
742 +3.68485e-01 -4.82616e-01 +3.38138e-01 -1.29268e-01 -1.29268e-01 +3.38138e-01 -4.82616e-01 +3.68485e-01 +6.45575e-04 +6.55090e-05 
743 -3.68285e-01 +4.82537e-01 -3.38346e-01 +1.29573e-01 +1.29573e-01 -3.38346e-01 +4.82537e-01 -3.68285e-01 +6.45490e-04 +6.54359e-05 
744 +3.68085e-01 -4.82458e-01 +3.38554e-01 -1.29879e-01 -1.29879e-01 +3.38554e-01 -4.82458e-01 +3.68085e-01 +6.45405e-04 +6.53630e-05 
745 -3.67886e-01 +4.82379e-01 -3.38760e-01 +1.30183e-01 +1.30183e-01 -3.38760e-01 +4.82379e-01 -3.67886e-01 +6.45321e-04 +6.52903e-05 
746 +3.67687e-01 -4.82300e-01 +3.38967e-01 -1.30488e-01 -1.30488e-01 +3.38967e-01 -4.82300e-01 +3.67687e-01 +6.45236e-04 +6.52177e-05 
747 -3.67489e-01 +4.82220e-01 -3.39172e-01 +1.30792e-01 +1.30792e-01 -3.39172e-01 +4.82220e-01 -3.67489e-01 +6.45152e-04 +6.51453e-05 
748 +3.67290e-01 -4.82140e-01 +3.39378e-01 -1.31096e-01 -1.31096e-01 +3.39378e-01 -4.82140e-01 +3.67290e-01 +6.45068e-04 +6.50730e-05 
749 -3.67092e-01 +4.82060e-01 -3.39582e-01 +1.31399e-01 +1.31399e-01 -3.39582e-01 +4.82060e-01 -3.67092e-01 +6.44984e-04 +6.50009e-05 
750 +3.66894e-01 -4.81981e-01 +3.39786e-01 -1.31703e-01 -1.31703e-01 +3.39786e-01 -4.81981e-01 +3.66894e-01 +6.44900e-04 +6.49290e-05 
751 -3.66697e-01 +4.81900e-01 -3.39990e-01 +1.32005e-01 +1.32005e-01 -3.39990e-01 +4.81900e-01 -3.66697e-01 +6.44816e-04 +6.48572e-05 
752 +3.66499e-01 -4.81820e-01 +3.40192e-01 -1.32308e-01 -1.32308e-01 +3.40192e-01 -4.81820e-01 +3.66499e-01 +6.44733e-04 +6.47857e-05 
753 -3.66302e-01 +4.81740e-01 -3.40395e-01 +1.32610e-01 +1.32610e-01 -3.40395e-01 +4.81740e-01 -3.66302e-01 +6.44650e-04 +6.47142e-05 
754 +3.66106e-01 -4.81659e-01 +3.40596e-01 -1.32912e-01 -1.32912e-01 +3.40596e-01 -4.81659e-01 +3.66106e-01 +6.44567e-04 +6.46430e-05 
755 -3.65909e-01 +4.81579e-01 -3.40798e-01 +1.33213e-01 +1.33213e-01 -3.40798e-01 +4.81579e-01 -3.65909e-01 +6.44484e-04 +6.45719e-05 
756 +3.65713e-01 -4.81498e-01 +3.40998e-01 -1.33514e-01 -1.33514e-01 +3.40998e-01 -4.81498e-01 +3.65713e-01 +6.44402e-04 +6.45009e-05 
757 -3.65517e-01 +4.81417e-01 -3.41198e-01 +1.33815e-01 +1.33815e-01 -3.41198e-01 +4.81417e-01 -3.65517e-01 +6.44319e-04 +6.44302e-05 
758 +3.65321e-01 -4.81336e-01 +3.41398e-01 -1.34116e-01 -1.34116e-01 +3.41398e-01 -4.81336e-01 +3.65321e-01 +6.44237e-04 +6.43596e-05 
759 -3.65126e-01 +4.81255e-01 -3.41596e-01 +1.34416e-01 +1.34416e-01 -3.41596e-01 +4.81255e-01 -3.65126e-01 +6.44155e-04 +6.42891e-05 
760 +3.64930e-01 -4.81174e-01 +3.41795e-01 -1.34715e-01 -1.34715e-01 +3.41795e-01 -4.81174e-01 +3.64930e-01 +6.44073e-04 +6.42188e-05 
761 -3.64735e-01 +4.81093e-01 -3.41992e-01 +1.35015e-01 +1.35015e-01 -3.41992e-01 +4.81093e-01 -3.64735e-01 +6.43991e-04 +6.41487e-05 
762 +3.64541e-01 -4.81011e-01 +3.42190e-01 -1.35314e-01 -1.35314e-01 +3.42190e-01 -4.81011e-01 +3.64541e-01 +6.43910e-04 +6.40787e-05 
763 -3.64346e-01 +4.80930e-01 -3.42386e-01 +1.35613e-01 +1.35613e-01 -3.42386e-01 +4.80930e-01 -3.64346e-01 +6.43828e-04 +6.40089e-05 
764 +3.64152e-01 -4.80848e-01 +3.42582e-01 -1.35911e-01 -1.35911e-01 +3.42582e-01 -4.80848e-01 +3.64152e-01 +6.43747e-04 +6.39392e-05 
765 -3.63958e-01 +4.80766e-01 -3.42778e-01 +1.36209e-01 +1.36209e-01 -3.42778e-01 +4.80766e-01 -3.63958e-01 +6.43666e-04 +6.38697e-05 
766 +3.63764e-01 -4.80684e-01 +3.42973e-01 -1.36507e-01 -1.36507e-01 +3.42973e-01 -4.80684e-01 +3.63764e-01 +6.43585e-04 +6.38004e-05 
767 -3.63571e-01 +4.80602e-01 -3.43167e-01 +1.36804e-01 +1.36804e-01 -3.43167e-01 +4.80602e-01 -3.63571e-01 +6.43504e-04 +6.37312e-05 
768 +3.63378e-01 -4.80520e-01 +3.43361e-01 -1.37101e-01 -1.37101e-01 +3.43361e-01 -4.80520e-01 +3.63378e-01 +6.43424e-04 +6.36622e-05 
769 -3.63185e-01 +4.80438e-01 -3.43554e-01 +1.37398e-01 +1.37398e-01 -3.43554e-01 +4.80438e-01 -3.63185e-01 +6.43344e-04 +6.35933e-05 
770 +3.62992e-01 -4.80355e-01 +3.43747e-01 -1.37694e-01 -1.37694e-01 +3.43747e-01 -4.80355e-01 +3.62992e-01 +6.43263e-04 +6.35246e-05 
771 -3.62800e-01 +4.80273e-01 -3.43939e-01 +1.37990e-01 +1.37990e-01 -3.43939e-01 +4.80273e-01 -3.62800e-01 +6.43184e-04 +6.34560e-05 
772 +3.62607e-01 -4.80190e-01 +3.44131e-01 -1.38286e-01 -1.38286e-01 +3.44131e-01 -4.80190e-01 +3.62607e-01 +6.43104e-04 +6.33876e-05 
773 -3.62415e-01 +4.80108e-01 -3.44322e-01 +1.38581e-01 +1.38581e-01 -3.44322e-01 +4.80108e-01 -3.62415e-01 +6.43024e-04 +6.33194e-05 
774 +3.62224e-01 -4.80025e-01 +3.44513e-01 -1.38876e-01 -1.38876e-01 +3.44513e-01 -4.80025e-01 +3.62224e-01 +6.42945e-04 +6.32513e-05 
775 -3.62032e-01 +4.79942e-01 -3.44703e-01 +1.39171e-01 +1.39171e-01 -3.44703e-01 +4.79942e-01 -3.62032e-01 +6.42865e-04 +6.31833e-05 
776 +3.61841e-01 -4.79859e-01 +3.44892e-01 -1.39465e-01 -1.39465e-01 +3.44892e-01 -4.79859e-01 +3.61841e-01 +6.42786e-04 +6.31155e-05 
777 -3.61650e-01 +4.79776e-01 -3.45081e-01 +1.39759e-01 +1.39759e-01 -3.45081e-01 +4.79776e-01 -3.61650e-01 +6.42707e-04 +6.30479e-05 
778 +3.61460e-01 -4.79692e-01 +3.45270e-01 -1.40053e-01 -1.40053e-01 +3.45270e-01 -4.79692e-01 +3.61460e-01 +6.42629e-04 +6.29804e-05 
779 -3.61269e-01 +4.79609e-01 -3.45458e-01 +1.40346e-01 +1.40346e-01 -3.45458e-01 +4.79609e-01 -3.61269e-01 +6.42550e-04 +6.29130e-05 
780 +3.61079e-01 -4.79525e-01 +3.45645e-01 -1.40639e-01 -1.40639e-01 +3.45645e-01 -4.79525e-01 +3.61079e-01 +6.42471e-04 +6.28458e-05 
781 -3.60889e-01 +4.79442e-01 -3.45832e-01 +1.40931e-01 +1.40931e-01 -3.45832e-01 +4.79442e-01 -3.60889e-01 +6.42393e-04 +6.27788e-05 
782 +3.60699e-01 -4.79358e-01 +3.46018e-01 -1.41224e-01 -1.41224e-01 +3.46018e-01 -4.79358e-01 +3.60699e-01 +6.42315e-04 +6.27119e-05 
783 -3.60510e-01 +4.79274e-01 -3.46204e-01 +1.41516e-01 +1.41516e-01 -3.46204e-01 +4.79274e-01 -3.60510e-01 +6.42237e-04 +6.26451e-05 
